Date,Open,High,Low,Close,Adj Close,Volume
2016-08-09,67.360001,67.680000,67.099998,67.680000,58.205936,1023160
2016-08-10,67.440002,67.750000,67.199997,67.709999,58.231739,919423
2016-08-11,68.000000,69.680000,67.930000,69.680000,59.925964,1854732
2016-08-12,69.669998,69.800003,68.900002,68.900002,59.255161,1248590
2016-08-15,68.830002,69.279999,68.639999,68.699997,59.083160,676310
2016-08-16,68.400002,68.430000,67.599998,67.599998,58.137142,1590266
2016-08-17,67.550003,67.620003,66.629997,66.989998,57.612534,1479893
2016-08-18,67.500000,67.900002,67.349998,67.720001,58.240349,1038090
2016-08-19,67.739998,67.739998,66.820000,67.019997,57.638329,1111616
2016-08-22,66.839996,67.489998,66.370003,66.900002,57.535126,894131
2016-08-23,67.419998,67.550003,67.040001,67.150002,57.750134,1247171
2016-08-24,66.730003,67.419998,66.459999,67.019997,57.638329,1111234
2016-08-25,66.949997,67.180000,66.480003,66.940002,57.569530,693106
2016-08-26,66.980003,67.660004,66.739998,67.440002,57.999542,863133
2016-08-29,67.260002,67.400002,66.870003,67.260002,57.844738,540816
2016-08-30,67.570000,68.220001,67.519997,68.029999,58.506947,1153418
2016-08-31,67.879997,69.059998,67.769997,67.989998,58.472542,1739632
2016-09-01,68.239998,68.930000,67.930000,68.250000,58.696148,1171283
2016-09-02,68.500000,69.430000,68.260002,69.320000,59.616367,1248590
2016-09-05,69.300003,69.500000,68.800003,68.820000,59.186359,848626
2016-09-06,69.110001,69.349998,68.900002,69.029999,59.366959,929035
2016-09-07,69.239998,69.489998,68.930000,69.320000,59.616367,1054701
2016-09-08,69.209999,69.660004,68.260002,68.739998,59.117561,1283540
2016-09-09,68.629997,68.889999,66.959999,67.279999,57.861931,1780869
2016-09-12,66.320000,66.980003,65.910004,66.980003,57.603935,1487198
2016-09-13,67.309998,67.470001,66.370003,66.389999,57.096519,1043890
2016-09-14,66.739998,67.120003,66.349998,66.349998,57.062115,1440347
2016-09-15,66.080002,66.849998,65.900002,66.760002,57.414719,1278616
2016-09-16,66.489998,66.910004,65.660004,66.110001,56.855721,2652390
2016-09-19,66.769997,67.489998,66.589996,67.379997,57.947937,1164032
2016-09-20,67.349998,67.870003,67.070000,67.070000,57.681332,1123761
2016-09-21,67.629997,68.029999,66.970001,67.019997,57.638329,925016
2016-09-22,67.680000,69.190002,67.639999,68.800003,59.169151,1592415
2016-09-23,68.730003,68.779999,68.260002,68.690002,59.074558,1021196
2016-09-26,68.279999,68.279999,67.510002,67.699997,58.223129,1011654
2016-09-27,67.940002,68.139999,67.080002,67.690002,58.214539,846849
2016-09-28,67.910004,68.699997,67.900002,67.970001,58.455341,876036
2016-09-29,68.550003,68.889999,67.699997,67.760002,58.274742,783542
2016-09-30,67.050003,68.470001,66.519997,68.120003,58.584354,1621669
2016-10-03,68.040001,68.309998,67.650002,68.059998,58.532742,581419
2016-10-04,68.190002,68.739998,68.059998,68.430000,58.850948,1193002
2016-10-05,67.809998,67.889999,67.059998,67.290001,57.870529,1125656
2016-10-06,67.379997,67.629997,67.010002,67.019997,57.638329,943012
2016-10-07,67.080002,67.099998,66.260002,66.349998,57.062115,1118585
2016-10-10,66.430000,66.589996,66.040001,66.480003,57.173923,992230
2016-10-11,66.190002,66.349998,65.070000,65.169998,56.047298,1539364
2016-10-12,65.320000,65.650002,65.059998,65.199997,56.073097,1189342
2016-10-13,65.110001,65.639999,64.440002,65.599998,56.417107,1652740
2016-10-14,66.059998,67.489998,66.000000,67.040001,57.655529,1320116
2016-10-17,66.849998,67.389999,66.510002,66.879997,57.517918,968055
2016-10-18,67.500000,67.989998,67.389999,67.440002,57.999542,1222945
2016-10-19,67.430000,67.449997,67.110001,67.230003,57.818939,899728
2016-10-20,67.470001,67.500000,66.660004,67.169998,57.767330,882286
2016-10-21,67.379997,67.529999,67.120003,67.379997,57.947937,1112456
2016-10-24,67.660004,68.199997,67.650002,67.730003,58.248943,853613
2016-10-25,67.820000,68.110001,67.279999,67.480003,58.033939,633133
2016-10-26,65.459999,66.820000,65.099998,66.650002,57.320126,1662524
2016-10-27,66.489998,67.080002,65.720001,65.790001,56.580502,1233290
2016-10-28,65.440002,65.839996,64.589996,65.709999,56.511703,1359848
2016-10-31,65.540001,66.349998,65.529999,65.980003,56.743916,1575701
2016-11-01,66.239998,66.410004,64.879997,65.019997,55.918289,1133378
2016-11-02,64.720001,65.199997,64.519997,64.820000,55.746292,1047891
2016-11-03,64.519997,64.910004,63.639999,63.639999,54.731468,1335186
2016-11-04,63.400002,63.439999,62.680000,62.849998,54.052055,1652452
2016-11-07,63.000000,63.869999,63.000000,63.680000,54.765873,1308240
2016-11-08,63.070000,63.869999,62.910000,63.580002,55.226234,1088593
2016-11-09,61.869999,64.220001,61.279999,64.220001,55.782146,1932406
2016-11-10,64.470001,65.099998,60.980000,61.230000,53.185005,3704198
2016-11-11,61.480000,61.590000,60.470001,60.700001,52.724644,2071717
2016-11-14,61.299999,61.349998,59.610001,60.029999,52.142670,2176089
2016-11-15,60.340000,61.139999,60.209999,60.849998,52.854931,1428352
2016-11-16,60.910000,61.540001,60.630001,60.889999,52.889671,1382313
2016-11-17,61.000000,61.410000,60.650002,61.349998,53.289234,1350445
2016-11-18,61.590000,61.750000,60.750000,61.090000,53.063396,1319858
2016-11-21,61.250000,61.380001,60.430000,61.099998,53.072083,1069875
2016-11-22,61.540001,62.200001,49.930000,58.799999,51.074280,6309680
2016-11-23,60.650002,60.750000,59.240002,59.310001,51.517273,3543086
2016-11-24,59.900002,60.240002,59.740002,60.110001,52.212162,1361492
2016-11-25,60.380001,60.619999,59.790001,60.310001,52.385880,1353456
2016-11-28,60.310001,60.410000,59.880001,60.189999,52.281643,1316733
2016-11-29,60.380001,61.369999,60.220001,61.369999,53.306606,2254348
2016-11-30,61.349998,62.020000,61.029999,61.230000,53.185005,1847866
2016-12-01,61.080002,61.250000,60.259998,60.570000,52.611725,1693725
2016-12-02,60.509998,60.549999,59.759998,60.340000,52.411938,1240931
2016-12-05,60.139999,61.290001,60.099998,60.520000,52.568291,1308363
2016-12-06,60.790001,61.570000,60.320000,61.509998,53.428207,1299681
2016-12-07,62.049999,62.250000,61.419998,61.849998,53.723541,1411844
2016-12-08,62.259998,62.680000,61.740002,62.330002,54.140476,1916467
2016-12-09,62.430000,62.980000,62.259998,62.380001,54.183907,1506587
2016-12-12,62.720001,62.980000,62.009998,62.959999,54.687698,1691427
2016-12-13,63.000000,64.110001,62.849998,64.040001,55.625793,2070441
2016-12-14,63.660000,63.660000,62.770000,63.340000,55.017765,1701022
2016-12-15,63.500000,63.840000,63.070000,63.799999,55.417328,2011045
2016-12-16,63.950001,64.949997,63.840000,64.269997,55.825577,3461423
2016-12-19,64.269997,64.660004,64.019997,64.559998,56.077477,1219364
2016-12-20,64.570000,64.570000,64.080002,64.320000,55.869011,1254873
2016-12-21,64.269997,64.599998,64.059998,64.220001,55.782146,973473
2016-12-22,64.720001,64.720001,64.129997,64.279999,55.834267,1139451
2016-12-23,64.209999,64.639999,64.209999,64.480003,56.007988,714276
2016-12-27,64.620003,64.790001,64.379997,64.529999,56.051414,438164
2016-12-28,64.459999,64.570000,64.150002,64.190002,55.756096,762233
2016-12-29,64.070000,64.519997,64.000000,64.389999,55.929813,540175
2016-12-30,64.559998,64.699997,64.029999,64.699997,56.199081,963937
2017-01-02,64.510002,64.910004,64.480003,64.650002,56.155651,489504
2017-01-03,65.000000,65.419998,64.900002,65.349998,56.763680,1270473
2017-01-04,65.500000,65.529999,64.629997,64.910004,56.381489,1039802
2017-01-05,64.760002,65.220001,64.570000,65.139999,56.581264,971938
2017-01-06,65.110001,65.760002,64.930000,65.730003,57.093750,768607
2017-01-09,65.750000,66.000000,65.260002,66.000000,57.328278,866657
2017-01-10,66.000000,66.389999,65.510002,65.910004,57.250103,1060917
2017-01-11,65.849998,66.089996,65.400002,65.570000,56.954769,1160686
2017-01-12,65.260002,65.720001,64.690002,65.510002,56.902657,1540664
2017-01-13,65.739998,65.989998,65.279999,65.720001,57.085068,1434547
2017-01-16,65.339996,65.629997,65.250000,65.470001,56.867912,835389
2017-01-17,64.989998,65.239998,64.589996,64.989998,56.450974,1035492
2017-01-18,65.160004,65.269997,64.559998,65.160004,56.598644,1085945
2017-01-19,65.290001,65.610001,64.779999,65.180000,56.616013,1342183
2017-01-20,65.029999,66.230003,64.970001,65.839996,57.189293,1936532
2017-01-23,66.000000,67.500000,65.940002,66.900002,58.110023,1742478
2017-01-24,66.949997,67.089996,66.300003,66.559998,57.814690,1165066
2017-01-25,66.970001,67.059998,66.589996,66.650002,57.892876,1277956
2017-01-26,66.790001,66.790001,65.540001,65.849998,57.197975,1327903
2017-01-27,65.940002,66.059998,65.239998,65.559998,56.946091,1130576
2017-01-30,65.529999,65.760002,64.739998,64.940002,56.407547,960201
2017-01-31,65.010002,65.339996,64.900002,64.900002,56.372795,1513707
2017-02-01,65.169998,65.779999,65.080002,65.279999,56.702869,1177550
2017-02-02,65.070000,66.669998,64.959999,66.190002,57.493313,1401809
2017-02-03,66.190002,66.930000,66.029999,66.540001,57.797325,1009542
2017-02-06,66.570000,66.599998,65.660004,65.820000,57.171932,990420
2017-02-07,65.680000,65.800003,64.900002,65.220001,56.650757,1234132
2017-02-08,66.699997,68.769997,66.699997,68.269997,59.300022,3234172
2017-02-09,68.400002,68.809998,67.669998,68.809998,59.769073,2091885
2017-02-10,68.839996,68.989998,68.459999,68.760002,59.725639,1418066
2017-02-13,69.000000,69.589996,68.690002,69.360001,60.246803,1358885
2017-02-14,69.269997,69.739998,68.769997,68.820000,59.777760,1233819
2017-02-15,68.980003,69.849998,68.760002,69.400002,60.281551,1359178
2017-02-16,69.589996,69.779999,68.709999,68.900002,59.847248,1323954
2017-02-17,68.849998,69.150002,68.139999,68.209999,59.247902,1500979
2017-02-20,68.599998,68.980003,68.400002,68.529999,59.525860,812723
2017-02-21,68.680000,68.830002,68.239998,68.309998,59.334770,1283041
2017-02-22,68.199997,68.620003,67.970001,68.489998,59.491112,1315843
2017-02-23,68.440002,68.860001,68.050003,68.169998,59.213154,968167
2017-02-24,68.470001,68.559998,67.160004,67.489998,58.622490,1478918
2017-02-27,67.760002,67.809998,67.010002,67.440002,58.579075,959970
2017-02-28,67.930000,68.220001,67.129997,68.010002,59.074181,1183448
2017-03-01,68.529999,70.190002,68.529999,69.730003,60.568199,1798012
2017-03-02,69.760002,69.919998,69.419998,69.919998,60.733227,1124566
2017-03-03,69.120003,70.349998,69.120003,70.000000,60.802711,1340932
2017-03-06,70.029999,70.360001,69.849998,69.989998,60.794033,974492
2017-03-07,70.129997,70.250000,69.680000,70.059998,60.854828,943153
2017-03-08,70.199997,70.459999,69.879997,70.320000,61.080673,1180720
2017-03-09,70.309998,70.820000,70.199997,70.739998,61.445488,971943
2017-03-10,70.730003,70.870003,70.290001,70.339996,61.098042,1099892
2017-03-13,70.510002,70.510002,69.860001,69.910004,60.724548,880761
2017-03-14,70.300003,70.300003,69.639999,69.769997,60.602928,888545
2017-03-15,70.019997,70.089996,69.370003,69.449997,60.324974,1277981
2017-03-16,69.820000,70.570000,69.540001,70.370003,61.124100,1243605
2017-03-17,70.459999,71.699997,70.330002,71.699997,62.279350,2938575
2017-03-20,71.430000,71.949997,71.400002,71.690002,62.270676,1166306
2017-03-21,71.650002,72.629997,71.570000,72.190002,62.704983,1829932
2017-03-22,72.070000,72.510002,71.629997,72.190002,62.704983,1261908
2017-03-23,72.900002,73.889999,72.610001,73.730003,64.042641,1925845
2017-03-24,73.930000,74.480003,73.660004,74.360001,64.589851,1726331
2017-03-27,74.860001,75.029999,74.239998,74.349998,64.581161,2204052
2017-03-28,74.550003,74.779999,73.489998,73.930000,64.216362,1292176
2017-03-29,74.250000,74.250000,73.489998,73.750000,64.059998,1164176
2017-03-30,74.050003,74.169998,73.760002,74.160004,64.416138,1100737
2017-03-31,74.089996,74.379997,73.510002,74.300003,64.537743,1503518
2017-04-03,74.400002,74.720001,73.919998,74.459999,64.676712,1265564
2017-04-04,74.459999,74.639999,73.800003,73.800003,64.103439,1440197
2017-04-05,74.000000,74.449997,73.779999,73.970001,64.251106,1341834
2017-04-06,74.040001,74.790001,73.879997,74.629997,64.824371,1060652
2017-04-07,74.290001,74.650002,74.110001,74.540001,64.746208,1043240
2017-04-10,74.269997,74.480003,73.709999,73.709999,64.025261,846668
2017-04-11,73.519997,75.220001,73.389999,74.980003,65.128403,1814511
2017-04-12,74.309998,74.919998,73.680000,73.690002,64.007896,1335662
2017-04-13,73.599998,74.129997,73.169998,73.849998,64.146873,1515149
2017-04-18,73.669998,74.110001,72.330002,72.559998,63.026348,1819981
2017-04-19,72.559998,72.900002,71.830002,72.220001,62.731026,1986686
2017-04-20,72.220001,74.269997,71.910004,73.989998,64.268471,2120481
2017-04-21,73.629997,73.699997,72.720001,73.330002,63.695187,2272707
2017-04-24,77.669998,78.680000,76.750000,78.500000,68.185898,3998482
2017-04-25,77.000000,78.180000,76.739998,77.720001,68.796669,2335419
2017-04-26,77.349998,77.660004,76.900002,77.209999,68.345238,1498800
2017-04-27,76.879997,77.779999,76.790001,77.550003,68.646202,1245884
2017-04-28,77.550003,78.250000,77.410004,78.099998,69.133041,1896695
2017-05-02,77.959999,78.089996,77.349998,78.050003,69.088783,1650025
2017-05-03,78.000000,78.029999,77.010002,77.070000,68.221306,1506238
2017-05-04,77.410004,79.330002,77.199997,79.330002,70.221832,1686232
2017-05-05,79.199997,79.500000,78.269997,79.500000,70.372314,1874950
2017-05-08,79.739998,79.839996,78.519997,78.989998,69.920860,1320022
2017-05-09,78.639999,79.139999,78.470001,79.000000,69.929718,1387230
2017-05-10,78.650002,78.919998,77.430000,78.320000,69.327789,1663893
2017-05-11,78.489998,78.809998,77.400002,77.779999,68.849792,1537006
2017-05-12,77.989998,78.529999,77.540001,78.529999,69.513680,1181698
2017-05-15,78.489998,78.680000,77.589996,78.370003,69.372047,1214594
2017-05-16,78.430000,78.480003,77.500000,77.690002,68.770134,1341757
2017-05-17,77.360001,77.790001,76.580002,76.949997,68.115074,1240230
2017-05-18,77.040001,77.650002,76.379997,76.900002,68.070824,1909331
2017-05-19,76.830002,77.180000,76.349998,76.650002,67.849525,1693181
2017-05-22,75.970001,76.779999,75.099998,76.500000,67.716743,1448134
2017-05-23,76.500000,77.080002,76.500000,76.830002,68.008865,840935
2017-05-24,77.209999,77.260002,76.349998,76.529999,67.743317,1345736
2017-05-25,76.970001,77.370003,76.690002,76.889999,68.061974,617678
2017-05-26,76.639999,77.089996,75.959999,77.000000,68.159340,1041440
2017-05-29,76.790001,77.019997,76.419998,76.900002,68.070824,486469
2017-05-30,76.250000,76.690002,75.889999,76.540001,67.752151,987477
2017-05-31,76.779999,78.279999,76.570000,77.730003,68.805527,1939025
2017-06-01,78.019997,78.320000,77.370003,77.559998,68.655045,1149434
2017-06-02,78.000000,78.300003,77.599998,78.089996,69.124184,969193
2017-06-05,78.010002,78.260002,77.550003,77.800003,68.867493,612051
2017-06-06,77.279999,77.440002,76.690002,76.769997,67.955750,1197832
2017-06-07,76.589996,77.260002,76.430000,76.699997,67.893799,1082112
2017-06-08,76.790001,77.230003,76.529999,77.059998,68.212463,884957
2017-06-09,77.209999,78.150002,77.169998,78.010002,69.053375,1223473
2017-06-12,77.690002,77.980003,77.440002,77.599998,68.690445,1340139
2017-06-13,77.849998,77.900002,77.449997,77.690002,68.770134,1071330
2017-06-14,77.779999,79.410004,77.779999,78.550003,69.531395,1556474
2017-06-15,78.230003,78.489998,77.459999,78.459999,69.451714,1651811
2017-06-16,78.559998,79.589996,78.500000,79.589996,70.451981,2637799
2017-06-19,79.500000,80.400002,79.489998,79.800003,70.637863,1272950
2017-06-20,79.989998,80.430000,79.910004,79.910004,70.735237,1159982
2017-06-21,79.830002,79.930000,79.400002,79.500000,70.372314,1135240
2017-06-22,79.260002,79.410004,78.730003,79.000000,69.929718,1143909
2017-06-23,78.779999,79.209999,78.400002,78.970001,69.903168,948391
2017-06-26,79.250000,79.779999,79.040001,79.510002,70.381165,1007946
2017-06-27,78.779999,79.080002,77.500000,77.699997,68.778969,1615007
2017-06-28,77.300003,77.839996,76.830002,77.360001,68.478004,1499053
2017-06-29,77.440002,77.510002,74.269997,74.889999,66.291595,2763013
2017-06-30,74.820000,75.720001,74.529999,74.730003,66.149979,1803182
2017-07-03,74.989998,75.239998,74.750000,75.050003,66.433243,980106
2017-07-04,74.809998,75.279999,74.519997,74.790001,66.203094,1019180
2017-07-05,74.910004,75.660004,74.550003,75.339996,66.689926,1451795
2017-07-06,74.550003,74.839996,72.769997,73.449997,65.016937,1828103
2017-07-07,73.290001,73.919998,73.250000,73.889999,65.406418,1005934
2017-07-10,74.010002,75.059998,73.690002,74.849998,66.256195,1067756
2017-07-11,75.339996,75.849998,74.989998,75.120003,66.495193,1376979
2017-07-12,75.620003,77.410004,75.269997,77.070000,68.221306,1655819
2017-07-13,77.180000,78.529999,77.120003,77.959999,69.009125,1574138
2017-07-14,78.000000,78.070000,77.510002,77.889999,68.947166,1020715
2017-07-17,77.959999,78.349998,77.589996,77.760002,68.832092,799294
2017-07-18,77.519997,78.080002,77.059998,77.150002,68.292122,1276247
2017-07-19,77.500000,78.379997,77.019997,78.379997,69.380898,1214188
2017-07-20,79.050003,79.610001,77.639999,77.949997,69.000282,1318384
2017-07-21,77.580002,77.879997,75.779999,76.120003,67.380386,1839351
2017-07-24,76.400002,77.330002,76.099998,76.790001,67.973457,1168633
2017-07-25,76.739998,78.199997,76.739998,77.139999,68.283264,1204374
2017-07-26,77.120003,77.989998,76.900002,77.199997,68.336372,950358
2017-07-27,76.879997,77.860001,76.529999,77.260002,68.389496,1172666
2017-07-28,76.050003,76.459999,74.580002,75.330002,66.681084,2055570
2017-07-31,75.300003,76.339996,75.169998,75.739998,67.044006,1363891
2017-08-01,76.809998,76.809998,74.949997,75.449997,66.787300,1181222
2017-08-02,75.360001,75.470001,74.360001,74.680000,66.105713,1119682
2017-08-03,74.680000,75.839996,74.440002,75.559998,66.884674,1067465
2017-08-04,75.500000,77.160004,75.339996,77.050003,68.203613,1102687
2017-08-07,77.000000,77.480003,76.949997,77.349998,68.469170,864130
2017-08-08,77.309998,77.699997,77.080002,77.309998,68.433754,689741
2017-08-09,76.970001,77.230003,76.449997,76.919998,68.088524,1065395
2017-08-10,77.169998,77.660004,76.279999,76.610001,67.814125,1045159
2017-08-11,76.300003,76.470001,75.330002,75.639999,66.955490,1050770
2017-08-14,75.900002,76.889999,75.800003,76.790001,67.973457,734817
2017-08-15,77.070000,77.349998,76.760002,76.949997,68.115074,499478
2017-08-16,77.080002,78.169998,76.959999,77.709999,68.787834,715822
2017-08-17,77.550003,77.879997,77.150002,77.169998,68.309822,806061
2017-08-18,76.800003,76.800003,75.849998,76.570000,67.778725,975745
2017-08-21,76.300003,76.430000,75.730003,76.139999,67.398087,687231
2017-08-22,76.459999,76.750000,76.269997,76.650002,67.849525,557772
2017-08-23,76.790001,77.239998,76.010002,76.099998,67.362671,694157
2017-08-24,76.360001,76.629997,75.669998,75.730003,67.035156,983661
2017-08-25,76.019997,77.120003,75.830002,76.500000,67.716743,961059
2017-08-28,76.040001,76.589996,75.809998,76.000000,67.274162,525646
2017-08-29,75.410004,75.889999,74.790001,75.480003,66.813866,1146471
2017-08-30,76.040001,76.489998,75.760002,76.320000,67.557419,683957
2017-08-31,76.910004,77.889999,76.910004,77.349998,68.469170,1356698
2017-09-01,77.699997,78.769997,77.699997,78.360001,69.363205,1194136
2017-09-04,77.750000,78.699997,77.650002,78.650002,69.619896,943753
2017-09-05,78.699997,79.150002,78.440002,78.500000,69.487122,990276
2017-09-06,78.160004,79.589996,77.910004,79.459999,70.336906,1323883
2017-09-07,79.459999,80.599998,79.099998,79.639999,70.496231,1622175
2017-09-08,78.760002,79.199997,78.459999,79.040001,69.965126,1002179
2017-09-11,79.419998,80.260002,79.400002,80.260002,71.045052,1027789
2017-09-12,80.250000,80.400002,79.110001,79.300003,70.195274,1273615
2017-09-13,79.019997,80.239998,78.849998,80.190002,70.983101,1101332
2017-09-14,80.199997,80.389999,79.870003,80.269997,71.053909,896376
2017-09-15,80.279999,80.529999,79.970001,80.250000,71.036209,3641879
2017-09-18,80.480003,80.599998,80.150002,80.489998,71.248650,652490
2017-09-19,80.080002,80.519997,80.029999,80.510002,71.266365,701561
2017-09-20,80.279999,80.820000,80.239998,80.400002,71.168976,949023
2017-09-21,80.650002,80.709999,80.260002,80.529999,71.284058,873767
2017-09-22,80.239998,80.559998,79.820000,80.180000,70.974243,831144
2017-09-25,79.980003,80.160004,79.739998,80.000000,70.814903,656111
2017-09-26,80.199997,80.459999,79.739998,80.139999,70.938835,1002305
2017-09-27,80.260002,80.599998,80.160004,80.500000,71.257492,799063
2017-09-28,80.589996,80.769997,80.160004,80.760002,71.487648,813803
2017-09-29,80.559998,80.879997,80.019997,80.400002,71.168976,1779478
2017-10-02,80.309998,81.110001,80.019997,81.110001,71.797470,1028377
2017-10-03,81.110001,81.290001,80.589996,81.129997,71.815163,742232
2017-10-04,81.000000,81.070000,80.489998,80.540001,71.292908,874464
2017-10-05,80.209999,80.680000,79.809998,80.120003,70.921127,1241687
2017-10-06,79.919998,80.260002,79.669998,79.900002,70.726379,1066335
2017-10-09,80.199997,80.599998,80.129997,80.459999,71.222092,789278
2017-10-10,80.300003,80.440002,80.010002,80.199997,70.991936,774393
2017-10-11,80.230003,80.430000,79.610001,80.370003,71.142426,710109
2017-10-12,80.540001,80.769997,80.029999,80.660004,71.399124,881063
2017-10-13,80.910004,80.919998,80.209999,80.589996,71.337166,714123
2017-10-16,80.709999,80.790001,80.330002,80.470001,71.230949,690665
2017-10-17,80.500000,80.930000,80.279999,80.440002,71.204384,708063
2017-10-18,80.550003,80.790001,80.290001,80.610001,71.354866,897669
2017-10-19,80.370003,80.900002,80.250000,80.900002,71.611580,1219039
2017-10-20,81.000000,81.360001,80.610001,81.080002,71.770905,1178797
2017-10-23,80.930000,81.339996,80.459999,80.459999,71.222092,961176
2017-10-24,80.300003,80.989998,80.300003,80.510002,71.266365,1008619
2017-10-25,81.459999,81.610001,80.379997,80.489998,71.248650,1274808
2017-10-26,80.910004,83.129997,80.760002,82.959999,73.435059,1885780
2017-10-27,83.010002,83.410004,82.410004,82.949997,73.426216,1326149
2017-10-30,82.949997,84.070000,82.860001,83.800003,74.178619,1146921
2017-10-31,83.900002,84.300003,83.480003,84.050003,74.399910,1173233
2017-11-01,84.209999,84.589996,83.949997,84.199997,74.532684,1037923
2017-11-02,84.449997,85.430000,84.449997,84.800003,75.063805,1237290
2017-11-03,85.010002,85.830002,84.760002,85.830002,75.975540,1105120
2017-11-06,85.500000,85.860001,85.220001,85.699997,75.860458,1279758
2017-11-07,85.150002,85.610001,84.989998,85.150002,75.985390,1265729
2017-11-08,85.239998,85.800003,85.000000,85.510002,76.306656,1265573
2017-11-09,86.730003,86.760002,84.690002,85.129997,75.967552,1501212
2017-11-10,85.120003,85.120003,84.320000,84.320000,75.244720,1283382
2017-11-13,84.610001,84.720001,83.320000,83.669998,74.664696,1519781
2017-11-14,83.709999,84.269997,83.379997,83.800003,74.780701,1309574
2017-11-15,83.620003,84.059998,82.989998,83.830002,74.807472,1297592
2017-11-16,84.550003,86.000000,84.440002,85.599998,76.386955,1461498
2017-11-17,85.589996,85.599998,84.669998,84.860001,75.726608,1180115
2017-11-20,84.779999,85.559998,84.300003,85.349998,76.163872,979771
2017-11-21,85.379997,86.320000,84.820000,85.620003,76.404816,1103793
2017-11-22,85.529999,86.879997,85.300003,86.559998,77.243645,1372869
2017-11-23,86.510002,87.419998,86.220001,86.849998,77.502419,1006792
2017-11-24,86.699997,87.370003,86.300003,86.650002,77.323959,699044
2017-11-27,86.730003,87.480003,86.150002,86.150002,76.877769,1295847
2017-11-28,86.400002,87.239998,86.260002,86.930000,77.573822,1274844
2017-11-29,87.199997,87.349998,86.720001,86.900002,77.547050,1208165
2017-11-30,87.059998,87.309998,85.839996,85.839996,76.601135,2414075
2017-12-01,86.279999,86.279999,84.620003,84.919998,75.780144,1955794
2017-12-04,85.660004,86.839996,85.300003,86.510002,77.199020,1187995
2017-12-05,86.589996,87.269997,86.589996,87.099998,77.725517,1130714
2017-12-06,86.410004,88.150002,86.150002,87.970001,78.501884,1150761
2017-12-07,88.080002,88.570000,87.620003,88.209999,78.716049,1016495
2017-12-08,88.589996,88.769997,87.559998,87.760002,78.314484,1102432
